id,Education,Field,Statistics Experience,Data vis experience,trial vis type,trial reported percent,trial true percent,trial log error
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,bar,.85,0.8858932467438965,1.8930999288057044
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,pie,.33,0.44652802176624806,3.5579984418051542
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,bar,.4,0.4351555664603987,1.864159057314861
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,spiral,.4,0.5038084202926952,3.393119891621612
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,bar,.65,0.5908454737348233,2.594656658418939
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,bar,.3,0.2954589162653356,-0.7880947376363302
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,spiral,.6,0.5714192669682342,1.576799429510194
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,pie,.25,0.32112986959670153,2.8555885084791517
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,spiral,.5,0.5229907415802324,1.2774338348570087
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,pie,.3,0.3688178782342575,2.8087532098141983
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,spiral,.9,0.9742742064745413,2.9169391207770055
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,spiral,.4,0.5467907403983677,3.8879223510284486
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,pie,.8,0.6960958760994221,3.3944335252161886
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,pie,.7,0.8315281926916448,3.7309463147720665
-MVRsv7y7GAm_GFHxymb,Bachelors Degree (BS),Computer Science / Data Science ,Some Basic Statistics Training,Knowledgable,pie,0.75,0.687922674552102,2.662828150233104
-MVRsv7y7GAm_GFHxymb,Bachelors Degree (BS),Computer Science / Data Science ,Some Basic Statistics Training,Knowledgable,pie,0.33,0.41408058503561934,3.093062939321171
-MVRsv7y7GAm_GFHxymb,Bachelors Degree (BS),Computer Science / Data Science ,Some Basic Statistics Training,Knowledgable,bar,0.9,0.9543958373047338,2.4762737679906253
-MVRsv7y7GAm_GFHxymb,Bachelors Degree (BS),Computer Science / Data Science ,Some Basic Statistics Training,Knowledgable,bar,0.5,0.5026445247549238,-1.3604808065353333
-MVRsv7y7GAm_GFHxymb,Bachelors Degree (BS),Computer Science / Data Science ,Some Basic Statistics Training,Knowledgable,spiral,0.8,0.7394155562012998,2.62841069015232
